controller_family,benign_tcp_mbps_mean,benign_tcp_mbps_std,benign_udp_mbps_mean,benign_udp_mbps_std,attack_tcp_mbps_mean,attack_tcp_mbps_std,attack_udp_mbps_mean,attack_udp_mbps_std,benign_loss_pct_mean,benign_loss_pct_std,attack_suppression_ratio_mean,attack_suppression_ratio_std,mean_rtt_ms_mean,mean_rtt_ms_std,mean_rule_install_ms_mean,mean_rule_install_ms_std,mean_ovs_flow_entries_mean,mean_ovs_flow_entries_std,ovs_cpu_pct_mean,ovs_cpu_pct_std
CARA-TC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.19354838709677,0.0,1.0,0.0,18.176,0.0,18.626791339023526,0.0,4.863453815261044,0.0,0.9694779116465864,0.0
