controller,controller_family,seed,steps,benign_steps,attack_steps,reroute_steps,benign_tcp_mbps,benign_udp_mbps,attack_tcp_mbps,attack_udp_mbps,benign_loss_pct,attack_suppression_ratio,mean_rtt_ms,mean_rule_install_ms,p95_rule_install_ms,mean_ovs_flow_entries,mean_ovs_flow_entries_s4,ovs_cpu_pct,ids_mirror_rx_mean_bytes,ids_mirror_rx_mean_packets,ids_capture_mean_packets,ids_mirror_mean_mbps,aggressive_on_benign_rate,aggressive_on_attack_rate,reroute_on_attack_rate,reroute_count,reroute_s4_mean_throughput_mbps,reroute_mean_rtt_ms,replay_mode,topology
CARA-TC,CARA-TC,,249,124,125,117,0.0,0.0,0.0,0.0,99.19354838709677,1.0,18.176,18.626791339023526,34.842997789382935,4.863453815261044,2.8473895582329316,0.9694779116465864,1832589.530120482,1256.55421686747,255.4859437751004,14.660722891566266,0.0,0.032,0.904,117,0.048333333333333325,,enhanced,four_switch_reroute
